1419 2401 4292 2133 2969
555 99 2155 1464 1964
3921 2084 1437 4238 4895
3754 21 2871 701 2502
4030 3460 279 3084 193
4063 4172 1241 167 3649
4793 3136 4306 4494 2952
4438 2014 1837 576 4757
1009 3487 3150 2078 3503
34 264 3954 2384 1130
157 564 3670 4629 3710
3888 4374 1197 502 4275
1052 3387 3680 71 2249
1396 3224 198 484 1000
2230 4386 2087 4474 3264
3294 2059 1970 4335 1427
4913 1581 1165 342 2566
2612 2434 1658 3337 3143
3826 414 2468 4167 2379
2945 2886 4350 2376 2121
4598 940 885 484 2824
2374 3141 620 4075 1949
161 3305 1468 4825 4330
219 2306 968 2244 3799
1846 2784 2794 1679 4134
3990 2487 1887 4702 2989
1306 523 933 605 1368
3997 1780 4086 837 2064
3389 1391 3814 3136 4194
4902 2348 1822 1902 2960
1751 859 501 2128 2216
4957 2255 3255 4028 3576
3135 4214 1269 785 1818
2846 3144 1983 4853 3404
1241 4762 3613 371 761
1643 1040 2897 1224 1181
2184 3193 3428 1526 535
4124 4329 1072 2506 2325
353 3175 1479 4396 2982
1215 1873 816 1624 2453
2214 1142 1176 1447 146
969 2777 608 1483 2738
1499 118 4669 2646 3204
2187 3307 2448 4393 3164
1104 1209 3999 855 1180
2547 592 3994 3660 409
638 486 3718 2192 1039
3354 4369 2734 1032 781
1293 3640 4993 2866 2029
3600 4588 3621 2570 1101
719 4096 1480 1507 821
608 3453 1171 2261 3618
3654 4642 2897 3697 2983
3631 13 1057 3594 2264
2037 4202 3830 1802 4194
2345 1921 344 2168 1739
1572 3776 507 3698 4050
3760 1214 4639 2620 4503
3092 1305 4789 4387 1964
735 4681 4380 1577 3754
290 4848 27 985 305
4587 2235 4528 2797 2830
2997 3818 925 2395 928
265 2150 624 1316 2094
734 3256 3902 54 638
3620 1799 4653 1129 4691
3888 3972 1707 818 4795
4767 664 3789 1419 3677
775 3654 3248 3668 4719
2707 1095 1612 3143 155
3034 438 2125 4819 548
88 1164 1963 185 1242
567 273 1451 1118 3421
2293 707 1362 3522 2294
341 4417 4582 3406 4235
715 2817 4151 2502 2566
3213 3634 1551 1436 428
3631 1048 3300 3987 1033
12 3857 2571 2287 1039
3554 2467 690 2775 1522
3680 4272 2162 1488 3194
4344 3619 3325 1569 3861
3065 4056 1433 4141 4909
3238 1103 1689 2900 11
1616 365 2890 112 3156
585 3860 4834 3692 4167
3936 4326 3941 4307 2874
3847 4902 434 3685 4497
4025 2106 4065 758 1009
2633 154 1220 3991 498
1274 4277 4686 4382 4633
2893 2093 3901 193 4259
2724 4824 2151 2540 1113
2118 2499 2370 2183 139
4634 3173 2777 4846 4489
197 4153 2463 4692 4149
4803 2409 4794 4780 1652
1137 4356 1938 2803 1766
3682 886 1636 3588 1831
4066 2633 127 147 4879
4273 2414 3762 1003 4033
4776 4459 4082 4922 1048
2338 1108 597 2247 4157
325 1926 341 1827 2203
1912 2903 3071 4083 2955
2672 4180 2302 2505 3892
1549 440 3057 4354 1402
3576 326 3334 3872 584
3901 2523 63 82 2853
4215 3230 2011 2047 1890
1717 1966 1967 4253 3302
3051 3014 4183 3892 2070
1634 1371 734 533 726
2564 4610 4664 4792 1641
1010 4538 1367 100 1626
3313 3389 2856 6 197
