643217 355900 119404
558687 520724 580869
662583 172672 123838
646443 640634 646601
550155 643306 484547
525721 71154 641446
507966 292827 621365
121410 100965 129350
449279 402824 349719
312341 86095 608041
637377 599887 18572
642319 607644 645993
361243 496859 582965
490111 643306 271116
451850 643697 330585
662541 549654 172721
577718 143208 213371
619655 495940 403099
466161 111551 205029
641364 544710 573308
650517 221100 241881
571566 621610 646476
635616 168946 531364
515397 477388 487705
484316 435275 511087
137919 219415 366854
223356 421135 122951
549908 497142 180994
637719 269283 596250
493233 318545 171320
480593 211469 199015
460203 564858 54083
646443 279233 311250
607465 294277 230206
272355 570434 319054
226787 628126 286680
573461 528009 324335
17158 105365 508966
409790 632670 247106
419761 141116 79863
366040 556057 394370
581388 18139 234107
661354 255053 459215
183414 644813 40257
544388 160340 351144
544874 595302 168123
377712 554370 65983
221152 342174 654792
343966 112716 19318
299819 62959 583638
516635 196590 180821
344329 591004 609906
159778 211974 96857
385143 523676 170133
547700 609493 244396
396331 401636 226844
354842 408101 399162
586603 638577 241002
642020 209587 617250
170414 617541 626175
522676 466361 315868
588857 600515 374119
614031 503240 516058
647295 413612 242247
494106 590836 128439
211503 302989 600455
512126 105926 93864
586171 509052 630851
103089 67636 428652
467501 127892 341269
434213 456035 412945
653192 518499 551701
443965 314515 529693
241471 650292 607332
310312 535003 19053
253489 510050 539469
143145 356861 204120
447673 260406 454116
609476 485142 516264
87105 503973 19999
199173 311528 91128
587948 627528 501942
623363 462623 537687
426390 458127 416732
661646 257903 618360
358866 469524 601078
573809 235279 29116
27893 630678 246059
476558 620246 563831
353789 495176 602286
283345 179264 582866
652131 442989 616962
638728 433566 504595
180123 323786 572742
550707 185857 638076
544405 636641 154904
473031 214069 344499
232099 330029 320896
229978 362638 587068
248824 209561 522046
615683 498698 458396
656293 224879 456692
513857 235968 190867
525412 397304 393451
406259 554030 556133
410827 556663 93652
11870 607221 345906
645395 241833 344889
483666 478685 576581
215787 105176 185151
258536 572241 343088
282970 518821 604489
612616 495633 575776
471788 238687 580773
537138 650839 213068
520730 486791 571425
636080 76408 390748
181770 535016 185775
535701 210299 519419
632998 510467 426090
267830 93946 419272
401740 583709 252340
100027 493574 659444
231855 390701 647516
441843 658204 445451
634126 641918 364832
556106 519998 443317
578418 511236 617960
231740 590546 496729
234424 208309 574349
316372 274141 252492
238356 385936 508012
601470 173553 435775
278010 384233 252293
180841 584582 579594
271218 261077 550013
223801 178388 402343
249782 534881 530953
574316 421999 601532
470987 183632 621335
225075 483682 127067
303546 138698 269510
262615 385740 576883
431593 642812 245322
83759 486334 289995
477434 592541 306055
397814 323244 517173
179159 534594 297583
86669 659019 171447
476995 365418 366719
564429 471631 641917
163402 92447 620122
230752 441841 141349
555885 189326 262647
606909 161525 587581
538033 261220 516764
574054 504613 527957
207923 57563 279279
480958 206111 62637
225438 589037 206044
305703 391534 196235
631249 184095 21432
142023 623630 539377
529603 280483 515321
498778 606983 387512
82981 202911 560077
269907 335818 641000
455265 533296 651075
503428 257663 99810
236708 488663 290258
575318 436840 614952
613079 536463 416972
518566 411045 14000
74303 443696 453460
24625 301723 643221
595639 380883 447109
194524 372791 472845
653809 490464 233663
159265 1628 650397
610614 449295 271137
