508 4461 4994 482 2658
2681 1005 994 75 3625
4405 2671 354 1332 4599
4342 784 63 965 3707
1001 1052 4926 1585 2692
2358 4425 3656 3236 1706
2918 1392 1365 2241 4581
2796 2746 4376 3826 1357
2669 4247 1081 1426 2161
1109 1535 1801 2720 237
1241 4387 2041 3785 2402
168 3366 3212 1717 2548
3358 1257 2467 2398 3973
3451 633 189 4519 4122
4110 2175 1969 3793 2965
318 1130 3226 3301 1959
788 1801 3742 4538 4368
2912 3182 4072 1749 1418
101 3799 452 1060 4303
2606 906 936 3047 1421
4424 646 959 878 763
4393 790 2923 3379 1699
4473 825 1858 168 101
3919 3063 411 460 2705
2885 2098 541 4044 2915
4321 2797 1887 1047 2514
3782 596 4902 2725 714
2351 527 4161 3757 591
181 1649 3395 593 4849
146 1369 3304 2756 1856
1123 911 2330 2443 3299
3662 2595 61 329 2905
1209 924 1228 4656 2296
1586 4563 2105 1228 3470
2585 44 1742 1957 168
1855 3064 1224 2721 2339
169 2525 1813 206 1857
2073 1724 2953 1960 1491
1676 3230 4658 725 3798
247 2646 4701 4410 1084
2738 2270 20 625 4045
1146 1881 2865 3270 994
721 1467 2704 4929 1622
1542 869 328 1614 2338
3114 2090 3704 4835 2129
1381 1732 2313 676 2285
4000 1248 2454 3145 1655
1413 1021 16 4655 444
2228 2669 2884 2149 1613
3136 2676 1079 1218 3099
1073 1788 2423 3719 113
2004 1012 1666 4825 1460
3985 725 4549 546 2423
2432 4500 1728 1150 2646
1785 266 1812 2672 640
4783 54 1465 2193 3076
102 1110 3042 1988 3268
1803 1251 3570 875 2934
634 2576 2883 364 1628
1480 2665 2035 4157 4449
3807 1181 2668 40 2083
1248 832 3903 1347 1314
2949 1327 963 3500 2834
2447 1691 1574 2092 4473
1558 186 2258 1387 1365
2228 3889 2515 915 1338
564 1839 1751 2600 486
3886 1695 45 1103 4875
572 1455 258 1472 2544
3090 632 566 308 941
3269 1811 1261 974 1147
680 3234 1380 3541 2890
1894 4740 2952 1293 757
718 423 1424 2973 1035
700 4486 3192 1190 3306
4773 558 2293 1337 2464
3138 889 770 555 912
381 1337 1940 2450 470
777 4667 353 3776 285
3469 580 3380 904 3789
