10627 10554 5069 5439 9065 7225 6940
8147 6790 3586 11848 10459 868 6294
4703 9233 10143 7214 1899 5873 6975
9859 858 4090 2035 12987 3852 12959
2626 6141 13041 1315 7055 11600 3191
5631 11874 1668 6226 1177 7575 9652
5045 5400 9061 4741 5178 4205 7841
5552 7040 7166 7020 11384 3992 545
4572 6426 11466 1899 12516 7978 7924
12163 3158 12329 3656 9172 4687 6639
4434 8586 5012 10689 4992 1296 5429
1532 1490 6989 9145 12832 4267 2577
12715 1680 12944 4629 12258 8991 7642
5653 8642 5513 11526 4171 11279 4881
9211 2277 9133 2272 2116 9307 11133
13126 6902 314 1603 11186 10600 8692
7427 4329 12396 5621 12329 2506 6876
9761 1065 9549 12247 8412 387 5426
351 7900 10122 6962 11251 13162 12004
1161 11212 8168 7595 10463 4976 10428
12540 4733 9834 5782 12615 4626 7718
4456 1759 4276 4345 13080 5093 9195
5543 9082 7123 7397 10224 11080 9336
9858 4402 7889 10399 837 2063 2668
12563 3423 985 11509 12525 7308 2738
3948 1588 10177 12 960 2937 1106
8174 4967 11940 8752 4458 884 11908
8759 6545 8422 5040 5692 5649 1905
7357 6655 6020 7887 8068 8498 7516
9226 11395 11 2543 11757 2844 3075
10942 12190 4834 11974 5431 12432 5970
6985 5385 7959 11429 9290 5705 12526
8140 11686 4149 3501 4794 2671 7602
1500 10303 2111 9922 7239 6724 10139
10619 10046 2380 12005 5576 575 6661
10946 6063 10398 3723 6504 11445 12114
5502 2133 12406 4811 11589 4431 1889
2643 5582 12657 4779 2215 11423 585
566 1514 4669 6969 1524 384 8258
4166 2310 10930 11248 11105 7951 2622
4462 10572 9977 9862 1859 1322 5629
788 12148 12427 5058 4731 4666 9089
7909 3186 1106 8691 12678 2198 1097
8530 5021 10021 6373 6395 12330 7827
12904 1588 4135 11582 4661 12945 5389
4867 5613 496 7268 2928 76 8409
7266 9228 11401 8081 6137 868 5354
1084 10773 3980 9596 9850 341 13011
11803 6314 6945 1100 7260 3683 13050
12323 7211 5934 8382 9166 2545 5645
9563 7800 5089 5491 1628 9459 3689
10017 10898 7355 2728 6049 3183 10026
12064 1125 4334 171 12468 3348 11470
5800 9677 7052 5131 5421 8113 4438
11678 6439 7524 8943 9591 9114 2913
5259 1411 9295 2196 7044 11648 12628
7249 12564 9027 8761 11363 9942 5348
3728 2901 12709 8932 1225 11242 6106
11298 9004 12972 12477 6645 5442 6178
8781 6780 2769 9254 10120 1798 10905
11017 6853 7905 4742 12102 2192 12581
1501 1931 9572 9909 6592 5924 12936
4302 9518 6485 3445 469 5499 7809
3268 11802 11222 6364 12104 7848 5061
6628 12509 999 5453 1436 6853 5908
8629 2084 8114 2903 1133 9432 7046
