1475 474 1912
4321 2764 4747
2650 3543 4311
2346 4675 3906
2145 2443 1976
1024 1086 1915
626 3447 3325
3240 745 1229
4772 4625 3487
3846 300 2060
1466 4416 2877
3071 4530 1120
4081 648 2021
1341 4176 1560
4148 3673 80
598 748 1916
3825 4460 1437
3786 2824 773
3154 2552 1532
1470 1137 4604
1655 993 4573
1558 728 4928
58 336 3300
4018 3088 2338
1333 3626 3652
1166 2353 88
655 2450 365
4193 4394 1529
3041 4299 813
1130 1948 4805
289 2328 194
1687 2988 2332
567 131 1160
3009 1474 286
846 4178 3905
4659 3643 2773
1311 1536 2511
4027 406 1922
4798 2530 3958
3590 1293 4233
372 1660 3540
895 3906 4738
1894 3931 2589
1847 3414 2394
730 1883 4855
3512 2974 4995
3478 1665 746
4177 1683 1815
734 1188 4753
4460 2828 4801
1385 648 2025
3191 3298 537
2448 4067 4701
2746 874 1547
1744 437 2764
910 2802 2671
674 4859 4863
4953 907 990
2386 3692 1753
2684 1464 953
2928 2898 28
85 579 2297
2181 3996 700
315 433 4016
2060 4514 2756
2468 3647 1417
1171 85 4400
2500 4010 2593
4292 2457 4719
2986 1826 2212
130 2622 83
3671 1323 614
4928 3975 1171
2252 4577 2419
4675 2868 4449
3456 3362 4432
4615 1509 1424
260 3510 2800
746 916 3888
22 4438 1314
80 2867 3049
4569 2395 4936
4938 2949 2252
2571 4770 1348
1179 1624 3919
4568 895 3918
2145 1930 4652
91 4570 2688
3748 355 3410
1094 52 441
2545 4586 2030
4655 1259 2895
1700 3083 1444
1413 2736 1406
3531 4477 2605
3287 3064 4436
4370 2309 4589
4852 4942 2271
3640 4281 2909
1894 4176 4152
856 4484 4954
500 1825 3018
3155 3951 1306
4534 3726 1849
891 620 843
3229 4743 1784
3001 537 1713
4873 628 3954
3448 3091 1328
1478 3241 951
1723 4890 3556
2078 4138 1934
4412 648 4083
3052 2388 540
288 1237 3729
3699 2343 357
4570 4162 2925
3890 1537 4147
4182 4766 3139
2880 699 4723
170 3764 3134
2837 797 4975
3670 306 1383
2253 1995 3372
562 3696 3052
1768 4122 3082
3054 301 4423
3038 793 1992
472 3446 2323
970 3254 3848
4955 4077 4518
3362 4074 2059
1652 2673 1015
3040 4106 2878
3066 3953 1593
2028 13 2680
4861 1505 126
1163 2754 4294
2305 888 1649
1669 139 3402
454 1508 2612
1482 655 3256
2475 2697 380
2669 1433 1265
2254 3639 4910
93 2689 218
706 968 1172
1839 3588 172
4266 1148 1953
906 628 3249
3939 3626 2113
3581 2799 3228
3526 791 3242
2356 4820 475
2586 3949 1536
4308 3701 1344
1809 374 838
2763 1225 686
977 3553 218
3071 2922 550
4593 3437 1011
2021 4202 2675
1676 3700 3261
3348 2563 1
4238 3866 3874
4659 3082 4915
1327 245 3817
4024 3162 2495
400 3862 1911
773 2299 3702
1535 3085 4419
1840 1587 3908
2957 249 563
1155 123 4905
797 755 2288
3848 524 1663
4001 481 2153
2072 1387 4431
4959 3207 3298
888 3288 1592
2986 4956 3278
528 3758 809
1357 4709 504
718 1296 1261
388 3085 1723
3726 4374 4495
1736 1931 3878
2998 2892 801
1277 4007 4525
4453 4310 4291
28 734 4412
3038 1628 3255
3541 3358 740
75 2077 266
4460 1206 4134
4483 1717 4387
3323 3156 651
4105 4641 3630
2978 3954 742
1218 481 3230
3579 2342 164
4808 4497 4944
2852 3990 4968
1770 4787 101
1651 4589 66
2746 819 2370
3577 3523 3684
4620 2237 4309
2017 463 3003
401 4100 2482
1268 4034 3090
3570 1051 3871
3310 830 1627
3615 1926 3274
4545 4048 1266
3615 1171 3822
1631 940 4057
1319 1897 932
1905 327 4571
4 2144 1532
4056 1495 4688
1603 4084 1119
4959 3052 448
484 4087 4803
3136 4580 3429
2770 2786 876
2304 3241 1645
1418 2457 4493
369 4365 1402
3155 3927 1134
4395 517 1292
379 3609 2515
3998 3689 2902
2467 4743 4126
4964 2155 906
2192 2530 2677
4940 2713 4261
2159 1383 468
1405 4843 1146
3778 778 3532
61 334 3686
2394 1309 260
402 4193 3088
4388 879 284
510 3104 2037
2403 4502 4847
1349 1665 2830
1502 2444 84
2534 4760 4823
4500 108 1473
451 1175 3254
1059 1837 4890
4993 2492 94
4986 1980 3929
1619 1837 3858
4419 3912 1792
3128 332 3903
316 1319 4110
3345 4950 2048
3979 1172 2646
1053 130 546
3245 2743 3889
2254 3762 939
3925 1881 4795
1447 1911 3962
1002 3569 1355
3048 3121 4294
1027 2095 398
2958 4841 1027
3883 1022 4388
4553 917 833
1755 1703 2919
4518 246 3624
274 4689 121
3500 3915 2750
2669 2438 3856
4866 1455 2489
4244 956 3169
4873 1287 3743
3132 490 3627
3937 2768 1328
4890 323 3856
113 2706 1657
817 2147 3040
69 3652 1778
2219 1472 3831
4344 2042 3100
2012 3964 356
4625 687 3892
3973 1742 1648
3142 2673 1770
1977 3774 4282
4241 4002 3212
341 53 2174
1174 3113 4168
3868 3372 3310
2895 2510 559
325 2571 2554
1307 240 2410
3644 3918 2261
