8203 5640 7142 6647 5558
9714 9770 11591 6710 2492
9339 1820 12882 12440 8711
11927 5582 2228 9524 636
63 1382 2810 8000 10135
2141 2724 4834 5126 4087
9502 3600 3663 7040 3228
3582 9814 2672 13127 1090
7013 5840 3896 5619 2715
647 494 8642 3382 5826
2348 9450 9356 3384 12985
1041 2005 6978 8809 9754
7220 6689 4441 9811 3461
9091 2825 6822 9400 10489
11500 2911 8976 5427 1077
9050 7723 6619 1178 8536
2657 11646 6095 3040 5331
7152 2180 6515 3445 8216
2312 4346 10352 7887 989
2075 7326 5715 1218 29
5181 841 9344 8301 10201
3010 5147 22 1706 2374
8137 6613 11130 1957 6468
12892 6830 3938 11768 13016
7757 10212 7637 9470 5150
5729 7549 3557 431 9387
8815 10614 5407 7937 8450
8437 4423 1384 2560 2398
4479 3765 4075 3899 8520
652 8564 9199 12476 9015
10002 3022 3873 5044 1618
8637 10138 8012 6909 3371
7196 149 1966 13016 10593
6024 1430 8830 5897 5004
8072 2001 5003 8786 6656
5717 10424 2630 6469 1770
11407 480 10075 5362 10969
12611 7891 7985 12977 1734
11460 8768 11180 8975 1687
3204 5287 10651 10057 8771
4032 7133 1097 8182 4903
146 12477 2650 927 11134
11259 7891 6331 11641 3503
11313 3673 8380 10874 9417
7611 11805 12526 12855 1504
12560 637 2706 7988 8276
3289 380 7628 7122 9485
13150 6640 10606 12603 3907
8782 6485 3041 7005 3318
12493 352 7229 6857 3714
7105 9477 12132 3963 6725
4206 2039 492 9355 4907
1043 3490 5214 533 4878
936 3006 11120 7427 11034
6977 7724 2541 3438 641
2311 10596 6410 3865 4851
7715 7414 3230 4471 3855
8137 7291 1652 627 2160
5779 2958 373 8384 384
6909 5756 24 11949 7473
7590 2503 8237 4019 4769
6928 4847 12415 8697 9144
1677 6243 1950 4576 9063
6198 9171 10627 4301 8117
2239 8025 2905 7619 5263
9547 11378 1910 522 3767
6250 1067 12929 2749 2006
8382 2981 10006 2090 2297
12599 9934 8652 5010 5622
4150 2135 5540 12848 10004
10420 9070 11039 7597 8764
11419 3300 6372 11597 4552
8716 5820 533 9861 1622
10978 10990 12684 879 3258
10792 9417 216 11515 12234
740 12273 9115 12172 7187
3607 9875 5417 10158 4131
5794 9353 6228 6778 3571
5816 5707 654 4982 6485
12793 5760 7693 2602 4631
10961 4008 6403 10651 3244
1788 5951 8485 12199 11938
8366 10350 973 5893 539
9586 7924 10933 10689 3259
8548 9043 7363 4724 1296
10069 11214 1977 1806 6579
5088 5374 6732 6368 11215
1184 12437 941 10396 3691
3622 1633 11914 4263 10403
9069 11637 4691 2623 11450
4566 12275 1459 4339 3153
11467 8110 6460 12556 918
3436 6901 4573 4071 12479
1551 5274 7949 3602 8574
6629 9196 12859 7481 4760
939 10316 3447 10261 6993
1572 5447 3389 7584 5391
2694 10466 6097 1198 4974
11764 7852 8000 10622 8782
4238 10235 5398 8056 10944
1142 3987 10666 9116 9985
10872 5679 1833 5703 6798
11771 8715 11882 4682 2841
3439 12299 11745 909 3140
10849 1697 8164 8141 4365
11130 6512 5594 8002 6735
4998 7594 4759 13124 10375
12087 12020 6035 9867 5913
490 394 4970 8531 7637
5790 12522 2564 5968 8880
108 5565 4444 1258 8191
1113 1118 12746 4373 11733
3500 3326 11614 11536 4692
7287 1362 5576 11062 3515
8691 6794 5252 9009 3194
1689 11878 8449 846 11859
1570 9983 10120 7738 469
6151 7898 10475 1694 1422
1476 3082 3451 4476 3387
6543 1429 3289 5770 8996
10757 4010 6337 1031 2624
6448 5959 12823 12760 1445
12607 2238 10272 3901 12479
1319 133 7739 2299 8649
3150 6519 646 13127 8309
3430 6614 1121 3157 12692
240 1250 544 9847 3510
6178 11827 4885 7970 2222
3776 7467 8622 12936 782
1238 11931 11614 244 5094
8829 4748 202 10962 1437
8734 484 2269 10126 9011
10032 5104 1616 12345 4959
2255 10098 10022 8912 3768
4288 8803 6812 6556 1780
6038 4164 9601 12881 9676
5195 6345 2113 12147 11235
2232 12204 1357 6364 10209
6409 9347 507 8497 4824
4056 10842 11257 9600 6896
9712 3214 9741 5757 2043
3635 12010 11013 35 11073
8602 4960 6706 5772 12503
3437 6538 2363 4131 5620
9686 9889 7601 383 12703
9399 10146 1229 205 2796
3238 3530 6259 3958 614
11838 6729 8284 3635 10465
10903 6856 4480 7590 9259
3377 3194 6990 2989 6906
12999 3454 10010 12831 6836
4964 117 6555 12025 9520
11277 3055 9809 4449 5415
9482 6512 10829 3726 4591
7763 2143 8792 2058 1839
7821 12408 8155 8573 905
7135 7971 4449 11013 897
8442 12747 4599 232 9110
12628 2560 3028 11474 776
2692 8318 6677 9635 4379
8979 9360 6945 12965 4338
6923 5152 11504 5901 12041
10023 3586 7041 5477 11909
6685 10828 2881 7004 384
2005 6985 4407 6598 10259
8605 4987 10295 4608 6141
9293 10562 2592 5494 6584
