1401 2696 575
4055 1627 2031
3077 895 947
723 1246 730
1466 2212 4145
1156 1121 137
1927 221 4146
3001 28 1731
1467 3250 3051
4362 1016 1498
1829 1941 3482
158 224 4614
4285 1415 4482
4476 4085 670
1294 3134 1554
2295 3173 3
3539 3681 4092
1378 2315 2303
420 2704 1162
1848 3799 1030
285 1281 3785
322 2762 3945
4339 1926 2817
3472 847 2758
58 1120 625
4198 1139 2192
1206 4328 4002
2098 2393 4425
2345 135 2838
2313 825 2606
2050 4197 826
384 3081 1380
1417 3395 94
2073 4737 1703
3706 533 1828
4084 996 836
1261 815 1672
3661 4307 166
4138 3414 4315
3020 868 3961
3492 3771 2195
3963 2760 1572
24 1981 4069
1112 3770 4925
780 3066 1197
1626 1404 4560
1756 3444 4583
1184 2867 4850
1194 4079 2537
2860 10 1275
636 1432 3770
2393 133 1787
871 1655 1316
1592 2765 3886
394 1437 3164
758 4872 401
3651 1999 1929
3325 1598 2475
2366 1256 4060
2512 3039 2154
1397 3757 3844
3463 881 1257
2368 4676 4912
1310 385 3411
393 1552 1246
2218 253 227
374 1941 77
105 23 3299
416 4024 2561
1032 3198 1838
4056 2722 544
203 1434 1516
796 4047 154
2611 2918 985
4238 2442 3560
4471 3268 381
4695 814 645
917 4405 3803
3888 1755 1923
4569 2177 1357
2329 4231 138
3610 4275 802
2459 4672 247
1060 3422 2721
2024 131 4350
523 1576 608
2232 4171 4536
834 2108 1640
788 1101 4078
4396 1350 4284
350 4171 4929
2178 238 36
614 4862 3016
1977 2394 4321
1297 4713 1692
4669 269 2450
19 3854 201
3307 466 1255
4239 2540 3809
2600 2663 222
790 1069 4773
651 30 1313
1516 4036 2317
2381 1057 1354
1244 4452 1356
2601 3778 700
1724 624 2166
1982 4049 4462
526 1356 1814
1788 2438 1977
2176 3298 3325
2618 4420 4050
628 1219 2630
2448 368 3786
430 4704 849
2935 3289 595
2148 3155 1629
3172 338 1398
524 2893 4988
1892 1868 3963
1958 1734 1899
2248 1234 3510
1264 2916 2672
4783 309 2592
2779 1287 1017
508 1886 2786
3447 4895 3508
4522 3398 1877
1289 2431 4650
374 3729 1909
4456 3031 498
573 1657 2965
3756 2819 2046
2077 4469 1281
3985 2795 2427
4833 1424 1231
1890 4226 3293
125 142 4251
2553 4459 274
1052 3984 3554
3312 17 2709
1388 4161 19
353 1237 307
1610 3817 3664
3392 2445 1757
1738 4342 1332
3588 2938 3964
2929 3979 4420
2914 1808 2590
964 2191 210
4449 2917 3461
2454 3345 1700
1442 198 38
2058 1174 2554
89 3222 464
2054 4032 3145
564 4402 770
4068 3130 1097
363 3340 633
889 1980 3599
1718 4271 135
1692 4473 3729
3302 786 4056
3101 2898 2381
3318 3747 11
1368 2872 939
4696 3864 4029
1983 3002 1849
982 3437 735
3260 2718 975
3883 1660 2496
1800 808 1385
658 2934 2549
796 1422 1624
4748 931 2687
1162 3289 3169
3271 1336 63
2300 1858 3804
1495 2957 3348
3892 4528 2176
172 358 4143
2329 3703 4259
3718 2665 1016
1041 4832 2127
3119 218 906
1172 3370 4277
2327 4938 55
797 1787 3178
3716 1918 2454
2350 3131 279
2456 2288 1102
1427 745 4780
3060 1407 4017
885 2105 4455
2774 1024 983
4560 391 2980
3817 1096 1598
4777 3397 2304
1849 1765 1598
2903 522 134
3555 1068 333
3235 2954 1310
950 3761 2475
3870 4366 1741
4041 3108 3523
3452 1087 464
2965 3663 3394
2936 775 1264
171 3966 3193
3965 3181 1333
4713 4245 3523
1610 2791 2356
481 1165 1623
3927 2623 4425
1184 613 3299
1467 3974 3044
3919 1611 236
2177 3037 1819
2933 2784 2186
1130 186 477
3714 1002 3117
259 1341 2289
366 2791 3258
2366 1748 698
4786 928 1734
376 3892 2537
4138 3141 2330
4078 464 3608
203 3500 2909
55 4361 4909
750 105 189
3171 643 4039
2396 100 3858
3201 3460 1631
3122 2220 4141
1356 2516 218
458 1871 1065
1785 3534 1566
4198 2333 1483
4523 1901 4926
1380 2353 4083
1193 566 4846
786 2911 4226
2334 3690 2226
306 4389 38
4200 2981 3134
1335 4923 3354
1467 2422 1640
1676 4512 22
4291 3886 404
3358 271 3704
2696 1693 4994
1035 2747 185
3500 1748 2042
4177 300 1369
200 4024 3939
762 3774 2716
228 134 1510
3883 0 4340
2198 1128 4619
1137 2525 4491
3513 4862 960
479 842 3806
2418 836 3168
1149 423 719
3789 2151 942
1277 2564 248
2449 4870 3364
2702 3560 520
1324 4478 1322
121 1087 4423
3907 3443 1398
72 764 1638
1940 4553 510
889 3777 2989
1564 1504 1048
229 119 1423
3356 3841 1185
4444 3973 617
4660 3164 2524
4488 381 2909
1014 2788 4115
4140 1938 607
2157 3665 1727
2202 568 1542
499 2793 1743
1062 2083 2276
1062 2937 2988
2846 656 2557
2295 1805 4551
1008 765 163
967 186 1565
1347 3504 29
1062 774 651
421 4316 3893
2753 2598 4336
218 1230 2997
1727 547 3118
1146 340 4555
1640 1500 2576
