3021 1768 7519
2762 12814 8705
10165 8332 276
728 1528 12894
115 5120 2850
3754 6571 11720
5859 7986 6592
6089 3300 1648
5095 10963 13005
5233 9748 436
11147 2993 5109
2266 6256 717
5992 3308 8955
10249 16 8125
6341 205 12532
8090 1316 5594
5865 4346 123
12406 8447 1057
7693 3820 3237
2150 8106 8089
6233 5704 10070
13042 4037 9823
514 2378 10875
5023 801 12113
3547 8803 9699
2662 12374 8255
6475 8867 5568
6239 8330 2931
12650 2497 5442
12384 6622 6330
3122 10848 10405
2443 992 8612
3033 5891 12668
2837 10798 7665
11186 1711 2775
5580 9170 1712
9352 5065 8272
773 8996 5295
10183 9285 7106
10860 8999 7685
1155 9978 8311
10320 11425 8915
11308 4933 12181
11656 1496 1896
2378 13087 2911
1462 10731 8092
1531 2722 3886
5614 4711 7827
4614 9822 7785
923 9347 7063
4539 11291 8686
12239 7392 12639
578 5682 5919
11483 7202 6037
8274 13017 649
10606 11108 12979
11556 8757 1364
7790 12585 6004
1953 10729 12043
7079 4836 10409
2922 2670 1509
10293 10960 9849
3700 2304 9043
926 4189 4578
827 12152 7865
4713 582 7556
1473 11783 7914
1927 12680 12526
1880 4101 9180
60 4576 2709
6497 7202 9782
10460 7957 10709
3888 10211 9581
1889 2191 5305
1548 132 7419
72 4446 8449
7413 5648 9894
5218 11280 9384
10576 10176 2789
9671 9544 7544
11498 11382 4875
2157 3665 282
11100 7327 5505
9722 719 1363
10254 466 13045
9689 4638 6519
2693 2939 1942
4579 2785 2824
6591 13081 57
2333 8872 248
2426 505 5842
1820 12898 4088
10937 2833 12035
1100 7245 164
6402 4282 6697
12968 2541 1513
3916 7693 9247
11371 3709 10919
4438 7290 11523
11564 4496 3071
5235 5707 6433
292 3418 4784
7398 6392 10123
3018 12053 6033
7548 11095 9730
2182 2287 1408
8393 11838 1164
396 12287 6589
4587 12400 8070
482 12586 11524
13156 9009 12012
6617 4266 3241
1334 12891 7079
2724 10993 6621
7653 7622 10865
1507 2750 235
7028 800 581
3408 6810 4435
8815 10505 12577
2101 9531 9756
413 876 11504
252 2792 4715
5903 12121 10025
2141 11104 822
10110 12977 9080
8878 8209 1924
10184 9362 5308
1774 8967 3736
12501 12814 2119
10637 12607 4698
1935 7191 3977
10902 11565 12339
1600 2706 13070
7771 1965 9143
6127 7532 5586
3304 10607 12712
6816 3765 11666
11065 6254 3076
8852 1672 5821
12346 1785 1971
3574 12644 10754
7024 687 5180
8224 2136 2693
10997 12803 2986
2434 9398 1213
7409 7641 46
4794 7130 9099
9969 4321 10266
7721 3013 11532
3213 12394 7381
6815 9695 8452
2336 10034 518
3092 6043 4208
6352 2870 1890
12749 6485 5139
6283 10439 11041
12927 9501 12473
2274 11623 4169
6766 2978 9350
9209 2639 11959
294 728 4195
12774 9141 12906
497 2041 10491
9918 148 1789
6034 98 4765
11496 1394 767
7788 7481 2464
4549 2335 9648
11192 4843 11586
4352 10993 317
4731 2680 6942
391 12520 11876
4026 9127 3856
703 1215 6561
11037 3584 1137
4106 38 5858
4083 6068 5468
9436 12621 1003
13095 11312 3190
913 5657 11910
12638 6457 11747
2227 1269 4826
7217 8111 11503
1849 8062 3870
7708 4984 4156
9649 10215 10828
2984 3834 7735
11448 4615 11345
3951 1385 5225
11412 4017 6428
9324 1123 13134
2371 6157 11642
12717 4705 6522
12596 8861 8347
11557 12572 507
5037 46 2729
8930 3469 10578
12994 3362 10844
12920 8554 262
2176 2743 9011
2854 10376 2881
1100 10227 1408
9484 2726 5445
13093 7453 11181
1395 1433 9885
6479 4175 12762
3305 1937 10131
2877 3443 6695
8315 12765 9840
6899 3476 10370
11858 10440 10798
7958 9393 5672
2284 3833 5877
11468 10951 3628
4281 9796 4793
1511 9672 9453
4744 7148 2051
3994 9030 1400
2695 8016 677
6893 5903 487
10317 11475 5897
10605 3729 7496
6302 6435 8827
7738 3775 1225
12623 10902 4196
7367 2382 12055
11611 6099 6076
12373 3498 9094
7180 457 4051
9540 11012 10859
1673 12965 10433
11116 5946 84
11020 10584 12300
7975 12301 3398
1762 12862 5294
1531 1640 5266
12992 11949 2817
777 3160 9853
9664 9452 9283
8814 6362 973
3789 11708 4628
2924 3915 9729
5688 6058 4991
5469 11826 12362
9626 8177 9567
12663 1447 4607
7857 9203 1796
2972 719 8846
668 4827 1783
10807 5729 5999
7090 4712 3146
6547 10998 462
1250 595 10202
1176 9819 9573
1678 1242 6634
13142 1618 5552
7955 11128 5203
7224 9630 11972
7075 97 5390
112 12515 1392
2641 10708 3276
649 9168 12267
3921 7573 3046
11645 12004 1657
8069 8967 4417
11119 3550 7107
5252 4848 12756
4780 9582 7060
631 5792 7263
10350 6710 9836
2815 5864 540
604 9760 9435
1883 12140 12508
6679 10124 13072
10107 9167 10400
2538 2922 5292
10824 12638 1131
3434 2165 5420
5507 12717 7954
11384 4049 12153
11347 4469 11537
10314 11894 3427
7278 8568 3287
7928 10389 4213
24 7092 9753
8970 5232 13078
2519 7400 11087
13034 10941 9797
738 1925 12763
3460 12723 3864
13150 6152 7117
10196 4942 454
4360 10985 11434
8796 9974 4612
3753 8564 12838
5813 3827 11096
1968 6223 10455
8239 3170 4935
2852 12151 1252
11141 2763 1336
